餐次,序号,食物名称,主要成分,食物编码,可食部 (克/份),价格 (元/份）,是否可半份,水分 (g/100g),能量 (kcal/100g),能量 (kJ/100g),蛋白质 (g/100g),脂肪 (g/100g),碳水化合物 (g/100g),不溶性膳食纤维 (g/100g),胆固醇 (mg/100g),灰分 (g/100g),总维生素A (μg/100g),胡萝卜素 (μg/100g),视黄醇 (μg/100g),硫胺素 (μg/100g),核黄素 (mg/100g),烟酸 (mg/100g),维生素C (mg/100g),钙 (mg/100g),磷 (mg/100g),钾 (mg/100g),钠 (mg/100g),镁 (mg/100g),铁 (mg/100g),锌 (mg/100g),硒 (mg/100g),铜 (mg/100g),锰 (mg/100g),异亮氨酸 (mg/100g),亮氨酸 (mg/100g),赖氨酸 (mg/100g),含硫氨基酸(SAA)_Total (mg/100g),含硫氨基酸(SAA)_蛋氨酸 (mg/100g),含硫氨基酸(SAA)_胱氨酸 (mg/100g),芳香族氨基酸(AAA)_Total (mg/100g),芳香族氨基酸(AAA)_苯丙氨酸 (mg/100g),芳香族氨基酸(AAA)_酪氨酸 (mg/100g),苏氨酸 (mg/100g),色氨酸 (mg/100g),缬氨酸 (mg/100g),精氨酸 (mg/100g),组氨酸 (mg/100g),丙氨酸 (mg/100g),天冬氨酸 (mg/100g),谷氨酸 (mg/100g),甘氨酸 (mg/100g),脯氨酸 (mg/100g),丝氨酸 (mg/100g)
晚餐,32,炒肉扁豆,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,32,炒肉扁豆,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,33,炒肉蒜台,蒜台,44106,100,5,1,88.9,40,169,2.1,0.4,8,1.8,0,0.6,23,280,0,0.11,0.08,0.5,35,29,44,226,5.1,18,1.4,0.46,1.24,0.05,0.17,61,102,97,48,22,26,107,62,45,67,17,72,87,29,96,166,419,53,44,81
晚餐,33,炒肉蒜台,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,33,炒肉蒜台,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,33,炒肉蒜台,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,34,炒肉青椒,青椒,43123,100,5,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
晚餐,34,炒肉青椒,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,34,炒肉青椒,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,34,炒肉青椒,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,35,炒肉杏鲍菇,杏鲍菇,51051,80,5,1,89.6,35,148,1.3,0.1,8.3,2.1,0,0.7,0,0,0,0.03,0.14,3.68,0,13,66,242,3.5,9,0.5,0.39,1.8,0.06,0.04,122,100,40,26,10,16,112,70,42,43,6,55,28,18,67,36,91,42,35,21
晚餐,35,炒肉杏鲍菇,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,35,炒肉杏鲍菇,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,35,炒肉杏鲍菇,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,36,炒肉酸菜粉,酸菜,45119,80,5,1,94.9,10,40,0.7,0.2,2.6,0,0,1.6,0,0,0,0.01,0.01,0,0,48,38,104,43.1,21,0.3,0.03,0.16,0,0.01,40,62,65,9,9,0,63,37,26,44,0,59,47,18,75,103,370,47,28,50
晚餐,36,炒肉酸菜粉,粉条,21204,10,5,1,14.5,336,1406,2.7,0.2,80.9,0.1,0,1.7,2,20,0,0.03,0.05,0.2,0,33,12,66,26.4,102,10,0.29,2.62,0.05,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,36,炒肉酸菜粉,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,36,炒肉酸菜粉,猪肉,081111x,30,5,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,36,炒肉酸菜粉,豆油,192004,5,5,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,37,溜肉段,猪肉,081111x,50,8,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,37,溜肉段,猪肉,081111x,50,8,1,68.2,181,757,19,11.7,0.2,0,73,1,3,0,3,0.49,0.17,4.79,0,4,197,315,55.5,23,0.9,2.24,9.88,0.14,0.03,744,1502,1525,672,466,206,1474,757,717,802,163,798,1143,673,1048,1671,2759,848,687,718
晚餐,37,溜肉段,青椒,43123,10,8,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
晚餐,37,溜肉段,胡萝卜,41201,10,8,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
晚餐,37,溜肉段,豆油,192004,15,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,38,红烧肉,五花猪肉,81108,50,8,1,53,339,1401,13.6,30.6,2.2,0,77,0.6,10,0,10,0.36,0.15,3.1,0,6,120,168,52,15,1.3,2.2,6.05,0.12,0.01,508,917,1032,519,310,209,822,426,396,608,260,594,793,454,693,1120,1939,640,462,477
晚餐,38,红烧肉,干豆腐,31509,50,8,1,52,262,1096,24.5,16,5.5,1,0,2,3,30,0,0.04,0.05,0.2,0,313,309,94,20.6,80,6.4,2.52,1.75,0.46,1.96,1031,1719,1389,603,248,355,2119,1241,878,830,0,1067,1566,599,888,2227,3713,858,1060,1152
晚餐,38,红烧肉,豆油,192004,10,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,39,宫保鸡丁,鸡肉,91112,50,8,1,71.7,118,499,24.6,1.9,0.6,0,65,1.2,3,0,3,0.07,0.06,11.96,0,1,170,333,44.8,28,1,0.26,11.75,0.01,0.01,930,1900,2020,980,730,250,1620,870,750,1080,300,1120,1560,870,1360,2260,3570,990,780,960
晚餐,39,宫保鸡丁,胡萝卜,41201,10,8,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
晚餐,39,宫保鸡丁,黄瓜,43208,10,8,1,95.8,16,65,0.8,0.2,2.9,0.5,0,0.3,8,90,0,0.02,0.03,0.2,9,24,24,102,4.9,15,0.5,0.18,0.38,0.05,0.06,19,33,33,24,11,13,34,19,15,20,6,23,20,10,23,33,205,27,22,26
晚餐,39,宫保鸡丁,花生米,72004,10,8,1,6.9,574,2400,24.8,44.3,21.7,5.5,0,2.3,3,30,0,0.72,0.13,17.9,2,39,324,587,3.6,178,2.1,2.5,3.94,0.95,1.25,829,1600,860,588,265,323,2087,1209,878,620,229,967,2827,526,980,2719,4614,1314,926,1106
晚餐,39,宫保鸡丁,豆油,192004,10,8,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,40,炸鸡块,炸鸡块,91303,100,7,0,49.4,279,1164,20.3,17.3,10.5,0,198,2.5,23,0,23,0.03,0.17,16.7,0,109,530,232,755,28,2.2,1.66,11.2,0.11,0.12,912,1536,1535,0,0,0,1635,922,713,854,0,907,1170,537,1064,1719,3593,968,646,774
晚餐,41,炒牛肉,牛肉,082101x,100,10,1,69.8,160,669,20,8.7,0.5,0,58,1.1,3,0,3,0.04,0.11,4.15,0,5,182,212,64.1,22,1.8,4.7,3.15,0.05,0.03,850,1563,1722,514,248,265,1460,789,671,893,125,936,1262,692,1152,1725,2832,988,754,790
晚餐,41,炒牛肉,青椒,43123,20,10,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
晚餐,41,炒牛肉,胡萝卜,41201,10,10,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
晚餐,41,炒牛肉,豆油,192004,10,10,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,42,茄汁沙丁鱼,茄汁沙丁鱼,121417,100,7,1,70.4,155,648,13.8,9.8,3,0,39,3,104,1248,0,0.04,0.12,5.18,0,17,137,268,820.2,20,0.6,0.32,34.64,0.08,0,610,1070,1100,550,440,110,1100,580,520,650,120,710,750,510,830,1390,2130,710,580,580
晚餐,43,干炸黄花鱼,黄花鱼,121242,150,7,1,79.4,114,478,17,5.1,0,0,76,1.6,94,0,94,0.03,0.08,0.72,0,191,217,198,194.3,23,0.7,0.88,26.71,0.04,0.06,700,1320,1500,730,540,190,1320,680,640,790,110,830,1020,300,1000,1730,2670,750,540,740
晚餐,43,干炸黄花鱼,豆油,192004,15,7,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,44,红烧带鱼,带鱼,121203,100,7,1,73.3,127,535,17.7,4.9,3.1,0,76,1,29,0,29,0.02,0.06,2.8,0,28,191,280,150.1,43,1.2,0.7,36.57,0.08,0.17,746,1313,1417,588,391,197,1262,685,577,719,207,810,1042,363,1042,1616,2669,1111,617,629
晚餐,44,红烧带鱼,青椒,43123,10,7,1,93.4,22,91,0.8,0.3,5.2,0,0,0.3,8,98,0,0.02,0.02,0.62,59,11,20,154,7,15,0.3,0.21,0.02,0.05,0.05,40,61,63,77,40,37,96,50,46,51,20,58,47,20,50,207,211,55,58,68
晚餐,44,红烧带鱼,胡萝卜,41201,10,7,1,89.2,39,162,1,0.2,8.8,1.1,0,0.8,344,4130,0,0.04,0.03,0.6,13,32,27,190,71.4,14,1,0.23,0.63,0.08,0.24,38,50,47,41,19,22,48,29,19,34,10,54,42,14,57,126,230,31,31,39
晚餐,44,红烧带鱼,豆油,192004,10,7,1,0.1,899,3761,0,99.9,0,0,0,0,0,0,0,0,0,0,0,13,7,3,4.9,3,2,1.09,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
晚餐,45,西瓜,西瓜,066201x,100,1,0,92.3,31,108,0.5,0.3,6.8,0.2,0,0.2,14,173,0,0.02,0.04,0.3,5.7,7,12,97,3.3,14,0.4,0.09,0.09,0.03,0.03,18,18,18,11,4,7,24,14,10,13,4,20,66,9,15,33,96,12,11,14
晚餐,46,香蕉,香蕉,65033,100,1,0,75.8,93,389,1.4,0.2,22,1.2,0,0.6,5,60,0,0.02,0.04,0.7,8,7,28,256,0.8,43,0.4,0.18,0.87,0.14,0.65,42,86,60,37,37,0,72,46,26,49,6,72,60,89,44,157,172,43,49,51
晚餐,47,柚子,柚子,64301,100,1,0,89,42,177,0.8,0.2,9.5,0.4,0,0.5,1,10,0,0,0.03,0.3,23,4,24,119,3,4,0.3,0.4,0.7,0.18,0.08,19,29,30,45,45,0,58,17,41,48,5,41,25,18,48,184,81,23,59,37
晚餐,48,苹果,苹果,061101x,100,1,0,86.1,53,227,0.4,0.2,13.7,1.7,0,0.2,4,50,0,0.02,0.02,0.2,3,4,7,83,1.3,4,0.3,0.04,0.1,0.07,0.03,12,15,15,17,5,12,32,17,15,11,11,21,9,5,14,68,30,12,11,14
晚餐,49,葡萄,葡萄,063101x,100,1,0,88.5,45,185,0.4,0.3,10.3,1,0,0.3,3,40,0,0.03,0.02,0.25,4,9,13,127,1.9,7,0.4,0.16,0.11,0.18,0.04,8,11,13,15,7,8,24,14,10,13,6,13,38,8,18,20,46,11,11,13
